Job Title,Company Name,Location,Time Posted,Job Description,num_applicants,Seniority level,Employment type,Job function,Industries,URL
Senior Process Executive - CHD,Cognizant,"Gurgaon, Haryana, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-process-executive-chd-at-cognizant-4168790707?trk=public_jobs_topcard-title
Cognizant Hiring for Test Engineer,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Over 200 applicants,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/cognizant-hiring-for-test-engineer-at-cognizant-4174259029?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4172973409?trk=public_jobs_topcard-title
Sr. Manager - Projects,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-manager-projects-at-cognizant-4150851761?trk=public_jobs_topcard-title
Senior Process Executive - HC,Cognizant,"Hyderabad, Telangana, India",1 day ago,,Not Available,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-process-executive-hc-at-cognizant-4180027757?trk=public_jobs_topcard-title
Senior Associate,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-associate-at-cognizant-4150332183?trk=public_jobs_topcard-title
Sr. Business Analyst,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Not Available,Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-business-analyst-at-cognizant-4175176820?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Bangalore Urban, Karnataka, India",1 week ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4175016138?trk=public_jobs_topcard-title
Lead Quality Engineer,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Quality Assurance,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/lead-quality-engineer-at-cognizant-4151532629?trk=public_jobs_topcard-title
Sr. Manager - Projects,Cognizant,"Hyderabad, Telangana, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-manager-projects-at-cognizant-4142230973?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Pune, Maharashtra, India",Not Available,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4157527720?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Chennai, Tamil Nadu, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4171475607?trk=public_jobs_topcard-title
Senior Process Executive-Data,Cognizant,Mumbai Metropolitan Region,1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-process-executive-data-at-cognizant-4175178013?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4166365946?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4117452284?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4117452284?trk=public_jobs_topcard-title
Team Manager,Cognizant,"Pune, Maharashtra, India",2 weeks ago,,Not Available,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/team-manager-at-cognizant-4166304374?trk=public_jobs_topcard-title
Manager - Consulting Finance,Cognizant,"Chennai, Tamil Nadu, India",2 days ago,,Not Available,Mid-Senior level,Full-time,Finance and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-consulting-finance-at-cognizant-4154833079?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,Greater Kolkata Area,2 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4165752295?trk=public_jobs_topcard-title
Sr. Manager - Projects,Cognizant,"Pune, Maharashtra, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-manager-projects-at-cognizant-4159724782?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Not Available,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4098406587?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4150009984?trk=public_jobs_topcard-title
Application Manager,Cognizant,"Pune, Maharashtra, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/application-manager-at-cognizant-4168296967?trk=public_jobs_topcard-title
Senior Process Executive - HC,Cognizant,"Hyderabad, Telangana, India",5 days ago,,Not Available,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-process-executive-hc-at-cognizant-4177737489?trk=public_jobs_topcard-title
Associate - Projects,Cognizant,"Noida, Uttar Pradesh, India",3 weeks ago,,Not Available,Entry level,Full-time,Management and Manufacturing,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/associate-projects-at-cognizant-4094227784?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",3 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4151220479?trk=public_jobs_topcard-title
Senior Associate,Cognizant,"Bangalore Urban, Karnataka, India",Not Available,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-associate-at-cognizant-4180570497?trk=public_jobs_topcard-title
Developer,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Not Available,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/developer-at-cognizant-4161045697?trk=public_jobs_topcard-title
Sr. Associate - Projects,Cognizant,"Bangalore Urban, Karnataka, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-associate-projects-at-cognizant-4159726569?trk=public_jobs_topcard-title
Cognizant Hiring for Lead Digital Experience Designer,Cognizant,"Bangalore Urban, Karnataka, India",5 days ago,,Not Available,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/cognizant-hiring-for-lead-digital-experience-designer-at-cognizant-4178009632?trk=public_jobs_topcard-title
Sr. Manager - Projects,Cognizant,"Pune, Maharashtra, India",3 weeks ago,,Not Available,Mid-Senior level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/sr-manager-projects-at-cognizant-4130554386?trk=public_jobs_topcard-title
Advertising Specialist,Cognizant,"Gurugram, Haryana, India",1 day ago,,Not Available,Mid-Senior level,Full-time,Advertising,IT Services and IT Consulting,https://in.linkedin.com/jobs/view/advertising-specialist-at-cognizant-4179834235?trk=public_jobs_topcard-title
Analyst / Consultant - Utilities,Cognizant,"Chennai, Tamil Nadu, India",2 weeks ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Finance and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/analyst-consultant-utilities-at-cognizant-4159396023?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Bangalore Urban, Karnataka, India",1 week ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4175013655?trk=public_jobs_topcard-title
Senior Process Executive-Data,Cognizant,"Hyderabad, Telangana, India",2 weeks ago,,Not Available,Mid-Senior level,Full-time,Business Development and Sales,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/senior-process-executive-data-at-cognizant-4165753218?trk=public_jobs_topcard-title
Service Manager,Cognizant,"Hyderabad, Telangana, India",1 week ago,,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/service-manager-at-cognizant-4174643722?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Hyderabad, Telangana, India",2 weeks ago,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4159723777?trk=public_jobs_topcard-title
Manager - Projects,Cognizant,"Bangalore Urban, Karnataka, India",6 days ago,,Not Available,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/manager-projects-at-cognizant-4176935107?trk=public_jobs_topcard-title
Systems Engineer,Cognizant,"Chennai, Tamil Nadu, India",3 weeks ago,,Over 200 applicants,Entry level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/systems-engineer-at-cognizant-4147482908?trk=public_jobs_topcard-title
Java Developer,Cognizant,"Bangalore Urban, Karnataka, India",Not Available,,Not Available,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/java-developer-at-cognizant-4158493909?trk=public_jobs_topcard-title
Bilingual Project Manager,Cognizant,"Gurgaon, Haryana, India",Not Available,,Be among the first 25 applicants,Entry level,Full-time,Project Management and Information Technology,IT Services and IT Consulting and Business Consulting and Services,https://in.linkedin.com/jobs/view/bilingual-project-manager-at-cognizant-4181220084?trk=public_jobs_topcard-title
